"states","years","quarter","pincodes","transaction_count","transaction_amount"
"Assam",2021,4,781025,"87","109884"
"Assam",2021,4,781317,"83","119272"
"Assam",2022,1,781032,"277","421464"
"Assam",2022,1,781022,"249","325730"
"Assam",2022,1,781038,"223","292856"
"Assam",2022,1,785001,"206","296160"
"Assam",2022,1,781001,"181","198810"
"Assam",2022,1,781028,"167","204680"
"Assam",2022,1,781025,"153","229632"
"Assam",2022,1,781011,"152","223616"
"Assam",2022,1,786001,"151","170998"
"Assam",2022,1,781017,"145","198245"
"Assam",2022,2,781022,"181","236099"
"Assam",2022,2,781032,"167","208988"
"Assam",2022,2,781028,"135","255489"
"Assam",2022,2,781011,"129","190583"
"Assam",2022,2,781001,"129","178912"
"Assam",2022,2,783370,"127","107047"
"Assam",2022,2,781038,"115","152833"
"Assam",2022,2,786001,"105","109806"
"Assam",2022,2,781017,"92","135360"
"Assam",2022,2,781019,"89","85390"
"Assam",2022,3,781032,"288","333196"
"Assam",2022,3,781022,"215","254861"
"Assam",2022,3,781001,"198","216933"
"Assam",2022,3,781038,"195","280021"
"Assam",2022,3,781011,"189","227691"
"Assam",2022,3,781028,"155","197269"
"Assam",2022,3,786001,"153","203013"
"Assam",2022,3,781012,"147","213250"
"Assam",2022,3,786003,"139","189690"
"Assam",2022,3,783380,"137","250499"
"Assam",2022,4,781032,"386","453000"
"Assam",2022,4,781022,"373","505459"
"Assam",2022,4,781038,"347","406810"
"Assam",2022,4,781001,"296","317894"
"Assam",2022,4,781028,"291","353306"
"Assam",2022,4,781011,"279","326354"
"Assam",2022,4,781025,"273","293127"
"Assam",2022,4,786001,"220","308313"
"Assam",2022,4,781019,"219","249614"
"Assam",2022,4,786003,"213","302699"
"Assam",2023,1,781022,"390","583421"
"Assam",2023,1,781032,"390","519186"
"Assam",2023,1,781038,"314","420735"
"Assam",2023,1,781028,"287","380465"
"Assam",2023,1,781001,"271","371714"
"Assam",2023,1,781025,"263","272960"
"Assam",2023,1,781011,"251","390399"
"Assam",2023,1,785001,"249","357351"
"Assam",2023,1,781019,"220","279250"
"Assam",2023,1,786003,"216","302332"
"Assam",2023,2,781022,"315","523785"
"Assam",2023,2,781032,"285","451697"
"Assam",2023,2,781001,"213","267048"
"Assam",2023,2,781038,"210","416205"
"Assam",2023,2,786001,"198","264286"
"Assam",2023,2,781028,"189","342060"
"Assam",2023,2,782003,"187","372489"
"Assam",2023,2,786003,"167","297383"
"Assam",2023,2,783380,"157","244644"
"Assam",2023,2,781017,"156","239237"
"Assam",2023,3,781032,"345","438318"
"Assam",2023,3,781038,"316","501522"
"Assam",2023,3,781001,"312","327784"
"Assam",2023,3,781022,"306","457519"
"Assam",2023,3,786001,"225","283791"
"Assam",2023,3,781025,"225","250518"
"Assam",2023,3,782435,"219","299590"
"Assam",2023,3,786003,"216","357624"
"Assam",2023,3,781317,"207","295109"
"Assam",2023,3,783380,"200","282704"
"Assam",2023,4,781032,"366","494519"
"Assam",2023,4,781022,"364","589483"
"Assam",2023,4,781038,"293","452627"
"Assam",2023,4,785001,"286","437885"
"Assam",2023,4,781011,"267","426412"
"Assam",2023,4,781001,"261","328896"
"Assam",2023,4,781028,"256","377877"
"Assam",2023,4,783380,"242","370274"
"Assam",2023,4,784001,"215","354613"
"Assam",2023,4,781025,"213","250411"
"Assam",2024,1,781032,"425","583554"
"Assam",2024,1,781022,"358","536755"
"Assam",2024,1,785001,"348","554884"
"Assam",2024,1,781038,"347","575653"
"Assam",2024,1,783380,"342","581070"
"Assam",2024,1,781001,"338","441751"
"Assam",2024,1,781028,"276","402776"
"Assam",2024,1,782002,"273","440229"
"Assam",2024,1,782003,"268","434925"
"Assam",2024,1,781316,"264","323085"
"Bihar",2020,2,800001,"126","21331"
"Bihar",2020,2,800020,"105","19710"
"Bihar",2020,2,800006,"57","9978"
"Bihar",2020,2,801503,"42","7212"
"Bihar",2020,2,851101,"40","7248"
"Bihar",2020,2,845438,"39","7637"
"Bihar",2020,2,845401,"38","7520"
"Bihar",2020,2,800023,"35","6460"
"Bihar",2020,2,852201,"35","6150"
"Bihar",2020,2,851116,"34","6046"
"Bihar",2020,3,800001,"357","78191"
"Bihar",2020,3,800020,"264","55025"
"Bihar",2020,3,845401,"135","30537"
"Bihar",2020,3,800006,"126","23361"
"Bihar",2020,3,842001,"112","25875"
"Bihar",2020,3,812001,"109","26403"
"Bihar",2020,3,844101,"106","25813"
"Bihar",2020,3,801503,"103","27115"
"Bihar",2020,3,854301,"99","21383"
"Bihar",2020,3,802301,"98","19569"
"Bihar",2020,4,800001,"283","183251"
"Bihar",2020,4,800020,"263","182521"
"Bihar",2020,4,800006,"147","89867"
"Bihar",2020,4,812001,"101","69440"
"Bihar",2020,4,845401,"98","53755"
"Bihar",2020,4,842001,"90","54062"
"Bihar",2020,4,801503,"89","60238"
"Bihar",2020,4,800007,"83","64237"
"Bihar",2020,4,823001,"81","50166"
"Bihar",2020,4,845438,"81","41589"
"Bihar",2021,1,800001,"393","228403"
"Bihar",2021,1,800020,"286","161357"
"Bihar",2021,1,800006,"203","86155"
"Bihar",2021,1,845401,"148","69335"
"Bihar",2021,1,823001,"145","82025"
"Bihar",2021,1,845438,"118","65310"
"Bihar",2021,1,823002,"117","66383"
"Bihar",2021,1,848101,"111","93902"
"Bihar",2021,1,842001,"110","63789"
"Bihar",2021,1,802301,"108","70464"
"Bihar",2021,2,800001,"471","351926"
"Bihar",2021,2,800020,"318","272869"
"Bihar",2021,2,800006,"195","137348"
"Bihar",2021,2,801503,"144","140382"
"Bihar",2021,2,812001,"142","144147"
"Bihar",2021,2,845438,"141","103042"
"Bihar",2021,2,800002,"139","102063"
"Bihar",2021,2,842001,"135","89214"
"Bihar",2021,2,845401,"131","120903"
"Bihar",2021,2,843334,"128","90410"
"Bihar",2021,3,800001,"622","539872"
"Bihar",2021,3,800020,"457","355333"
"Bihar",2021,3,800006,"302","225173"
"Bihar",2021,3,801503,"236","208188"
"Bihar",2021,3,821115,"223","135165"
"Bihar",2021,3,851131,"210","145635"
"Bihar",2021,3,800002,"210","186550"
"Bihar",2021,3,812001,"205","218249"
"Bihar",2021,3,845438,"195","145376"
"Bihar",2021,3,800007,"187","148603"
"Bihar",2021,4,800001,"766","735530"
"Bihar",2021,4,800020,"700","613059"
"Bihar",2021,4,800006,"369","298707"
"Bihar",2021,4,801503,"278","363057"
"Bihar",2021,4,842001,"255","269520"
"Bihar",2021,4,800002,"250","276228"
"Bihar",2021,4,844101,"241","214665"
"Bihar",2021,4,823001,"233","211852"
"Bihar",2021,4,800007,"225","190952"
"Bihar",2021,4,812001,"223","211107"
"Bihar",2022,1,800001,"704","796836"
"Bihar",2022,1,800020,"479","448683"
"Bihar",2022,1,801503,"311","467728"
"Bihar",2022,1,811213,"306","141104"
"Bihar",2022,1,800006,"294","294999"
"Bihar",2022,1,812001,"243","284667"
"Bihar",2022,1,800007,"215","234583"
"Bihar",2022,1,842001,"210","230416"
"Bihar",2022,1,800026,"188","223104"
"Bihar",2022,1,842002,"184","257733"
"Bihar",2022,2,800001,"798","849952"
"Bihar",2022,2,800020,"568","534170"
"Bihar",2022,2,811213,"499","220452"
"Bihar",2022,2,800006,"364","351545"
"Bihar",2022,2,801503,"321","368015"
"Bihar",2022,2,812001,"251","332849"
"Bihar",2022,2,846004,"250","213376"
"Bihar",2022,2,842001,"224","259723"
"Bihar",2022,2,800002,"222","254627"
"Bihar",2022,2,800007,"216","255536"
"Bihar",2022,3,800001,"1202","1329988"
"Bihar",2022,3,800020,"714","796800"
"Bihar",2022,3,800006,"461","443836"
"Bihar",2022,3,801503,"439","495181"
"Bihar",2022,3,844101,"351","360663"
"Bihar",2022,3,842001,"325","346019"
"Bihar",2022,3,812001,"318","338120"
"Bihar",2022,3,800002,"304","316510"
"Bihar",2022,3,800007,"302","360011"
"Bihar",2022,3,845401,"266","264953"
"Bihar",2022,4,800001,"1363","1554670"
"Bihar",2022,4,800020,"775","796486"
"Bihar",2022,4,800006,"578","565278"
"Bihar",2022,4,801503,"443","583895"
"Bihar",2022,4,800007,"411","362730"
"Bihar",2022,4,842001,"404","458688"
"Bihar",2022,4,842002,"353","387096"
"Bihar",2022,4,800002,"343","433027"
"Bihar",2022,4,812001,"318","406355"
"Bihar",2022,4,844101,"306","318919"
"Bihar",2023,1,800001,"1144","1280139"
"Bihar",2023,1,800020,"694","822562"
"Bihar",2023,1,800006,"433","422875"
"Bihar",2023,1,801503,"412","637141"
"Bihar",2023,1,842002,"304","338611"
"Bihar",2023,1,812001,"298","376896"
"Bihar",2023,1,842001,"297","391575"
"Bihar",2023,1,800002,"291","375950"
"Bihar",2023,1,844101,"275","339925"
"Bihar",2023,1,800026,"273","327801"
"Bihar",2023,2,800001,"1237","1451616"
"Bihar",2023,2,800020,"778","911768"
"Bihar",2023,2,800006,"490","522347"
"Bihar",2023,2,842001,"477","509103"
"Bihar",2023,2,842002,"431","481174"
"Bihar",2023,2,801503,"416","563711"
"Bihar",2023,2,800002,"317","435701"
"Bihar",2023,2,800007,"315","412062"
"Bihar",2023,2,841301,"288","298855"
"Bihar",2023,2,800023,"284","370428"
"Bihar",2023,3,800001,"1838","2006880"
"Bihar",2023,3,800020,"1198","1154873"
"Bihar",2023,3,800006,"764","756104"
"Bihar",2023,3,801503,"658","818150"
"Bihar",2023,3,800007,"490","567998"
"Bihar",2023,3,800002,"474","583278"
"Bihar",2023,3,842001,"413","473832"
"Bihar",2023,3,801505,"392","422817"
"Bihar",2023,3,800026,"383","394991"
"Bihar",2023,3,844101,"368","421782"
"Bihar",2023,4,800001,"1458","2069004"
"Bihar",2023,4,800020,"856","1083072"
"Bihar",2023,4,801503,"612","945796"
"Bihar",2023,4,800006,"580","604152"
"Bihar",2023,4,812001,"528","728832"
"Bihar",2023,4,800002,"454","586469"
"Bihar",2023,4,844101,"444","649688"
"Bihar",2023,4,842002,"437","583997"
"Bihar",2023,4,842001,"434","561217"
"Bihar",2023,4,800007,"405","467949"
"Bihar",2024,1,800001,"1347","1827045"
"Bihar",2024,1,800020,"837","1078403"
"Bihar",2024,1,800006,"608","715492"
"Bihar",2024,1,801503,"492","832502"
"Bihar",2024,1,845401,"440","550428"
"Bihar",2024,1,844101,"432","496698"
"Bihar",2024,1,812001,"428","565601"
"Bihar",2024,1,848101,"419","495114"
"Bihar",2024,1,851101,"403","479140"
"Bihar",2024,1,842002,"398","434633"
"Chandigarh",2020,2,160101,"31","6158"
"Chandigarh",2020,2,160047,"25","4718"
"Chandigarh",2020,2,160036,"16","3261"
"Chandigarh",2020,2,160023,"12","2002"
"Chandigarh",2020,2,160014,"10","2186"
"Chandigarh",2020,2,160001,"9","1735"
"Chandigarh",2020,2,160022,"9","1725"
"Chandigarh",2020,2,160030,"7","1925"
"Chandigarh",2020,2,160002,"6","1201"
"Chandigarh",2020,2,160012,"4","739"
"Chandigarh",2020,3,160047,"48","11353"
"Chandigarh",2020,3,160101,"39","12418"
"Chandigarh",2020,3,160036,"28","6734"
"Chandigarh",2020,3,160022,"28","6267"
"Chandigarh",2020,3,160002,"20","7736"
"Chandigarh",2020,3,160030,"19","5037"
"Chandigarh",2020,3,160014,"13","3266"
"Chandigarh",2020,3,160003,"11","2698"
"Chandigarh",2020,3,160019,"10","3452"
"Chandigarh",2020,3,160025,"9","2765"
"Chandigarh",2020,4,160101,"35","26948"
"Chandigarh",2020,4,160047,"23","20300"
"Chandigarh",2020,4,160022,"17","8093"
"Chandigarh",2020,4,160014,"17","13335"
"Chandigarh",2020,4,160002,"17","18628"
"Chandigarh",2020,4,160036,"14","15088"
"Chandigarh",2020,4,160001,"10","5832"
"Chandigarh",2020,4,160003,"10","10356"
"Chandigarh",2020,4,160017,"10","5158"
"Chandigarh",2020,4,160020,"9","4577"
"Chandigarh",2021,1,160101,"51","30704"
"Chandigarh",2021,1,160036,"46","19175"
"Chandigarh",2021,1,160002,"41","42248"
"Chandigarh",2021,1,160047,"30","25522"
"Chandigarh",2021,1,160022,"30","14900"
"Chandigarh",2021,1,160014,"24","10528"
"Chandigarh",2021,1,160030,"23","14328"
"Chandigarh",2021,1,160015,"12","11232"
"Chandigarh",2021,1,160008,"11","14477"
"Chandigarh",2021,1,160017,"10","8735"
"Chandigarh",2021,2,160002,"61","56288"
"Chandigarh",2021,2,160036,"56","38035"
"Chandigarh",2021,2,160047,"35","25946"
"Chandigarh",2021,2,160101,"34","24311"
"Chandigarh",2021,2,160014,"31","26599"
"Chandigarh",2021,2,160022,"24","17274"
"Chandigarh",2021,2,160030,"21","29653"
"Chandigarh",2021,2,160025,"21","18699"
"Chandigarh",2021,2,160019,"16","15730"
"Chandigarh",2021,2,160011,"9","6380"
"Chandigarh",2021,3,160002,"80","59092"
"Chandigarh",2021,3,160036,"49","34232"
"Chandigarh",2021,3,160047,"41","27467"
"Chandigarh",2021,3,160101,"40","74996"
"Chandigarh",2021,3,160022,"30","40376"
"Chandigarh",2021,3,160014,"29","23604"
"Chandigarh",2021,3,160030,"26","22645"
"Chandigarh",2021,3,160008,"24","43209"
"Chandigarh",2021,3,160011,"21","10952"
"Chandigarh",2021,3,160020,"20","15804"
"Chandigarh",2021,4,160002,"136","111958"
"Chandigarh",2021,4,160101,"110","129529"
"Chandigarh",2021,4,160036,"74","114088"
"Chandigarh",2021,4,160022,"60","81459"
"Chandigarh",2021,4,160047,"47","65127"
"Chandigarh",2021,4,160014,"37","38794"
"Chandigarh",2021,4,160030,"29","37767"
"Chandigarh",2021,4,160015,"27","14719"
"Chandigarh",2021,4,160003,"25","26513"
"Chandigarh",2021,4,160025,"21","23723"
"Chandigarh",2022,1,160101,"120","170516"
"Chandigarh",2022,1,160002,"108","164789"
"Chandigarh",2022,1,160047,"83","105979"
"Chandigarh",2022,1,160036,"64","105352"
"Chandigarh",2022,1,160014,"55","66927"
"Chandigarh",2022,1,160030,"52","52656"
"Chandigarh",2022,1,160022,"47","65051"
"Chandigarh",2022,1,160015,"31","52627"
"Chandigarh",2022,1,160003,"26","33925"
"Chandigarh",2022,1,160017,"25","34012"
"Chandigarh",2022,2,160002,"178","239321"
"Chandigarh",2022,2,160101,"178","208178"
"Chandigarh",2022,2,160036,"147","205089"
"Chandigarh",2022,2,160022,"115","156469"
"Chandigarh",2022,2,160047,"90","140603"
"Chandigarh",2022,2,160030,"84","93049"
"Chandigarh",2022,2,160014,"83","108535"
"Chandigarh",2022,2,160017,"54","82635"
"Chandigarh",2022,2,160003,"51","71758"
"Chandigarh",2022,2,160011,"45","66154"
"Chandigarh",2022,3,160101,"197","224851"
"Chandigarh",2022,3,160036,"183","231970"
"Chandigarh",2022,3,160002,"170","199561"
"Chandigarh",2022,3,160047,"147","215373"
"Chandigarh",2022,3,160022,"110","151167"
"Chandigarh",2022,3,160014,"93","149268"
"Chandigarh",2022,3,160030,"77","81762"
"Chandigarh",2022,3,160025,"69","73353"
"Chandigarh",2022,3,160015,"63","76017"
"Chandigarh",2022,3,160019,"60","82431"
"Chandigarh",2022,4,160002,"201","270411"
"Chandigarh",2022,4,160101,"190","259504"
"Chandigarh",2022,4,160036,"135","190200"
"Chandigarh",2022,4,160047,"127","171399"
"Chandigarh",2022,4,160022,"100","151398"
"Chandigarh",2022,4,160030,"88","166835"
"Chandigarh",2022,4,160014,"70","75999"
"Chandigarh",2022,4,160015,"67","84135"
"Chandigarh",2022,4,160003,"63","91296"
"Chandigarh",2022,4,160019,"55","85464"
"Chandigarh",2023,1,160101,"225","285617"
"Chandigarh",2023,1,160002,"203","272265"
"Chandigarh",2023,1,160047,"139","229677"
"Chandigarh",2023,1,160036,"132","213719"
"Chandigarh",2023,1,160014,"98","129066"
"Chandigarh",2023,1,160022,"89","177081"
"Chandigarh",2023,1,160030,"85","189119"
"Chandigarh",2023,1,160015,"69","124176"
"Chandigarh",2023,1,160019,"68","74432"
"Chandigarh",2023,1,160003,"65","108039"
"Chandigarh",2023,2,160101,"229","301119"
"Chandigarh",2023,2,160002,"218","267703"
"Chandigarh",2023,2,160036,"169","225455"
"Chandigarh",2023,2,160047,"149","283895"
"Chandigarh",2023,2,160022,"129","201947"
"Chandigarh",2023,2,160030,"122","164403"
"Chandigarh",2023,2,160014,"103","118597"
"Chandigarh",2023,2,160015,"86","97387"
"Chandigarh",2023,2,160003,"78","114849"
"Chandigarh",2023,2,160019,"65","154114"
"Chandigarh",2023,3,160002,"270","370626"
"Chandigarh",2023,3,160101,"232","312944"
"Chandigarh",2023,3,160036,"194","271410"
"Chandigarh",2023,3,160047,"182","288196"
"Chandigarh",2023,3,160022,"140","185158"
"Chandigarh",2023,3,160014,"121","174875"
"Chandigarh",2023,3,160030,"108","142944"
"Chandigarh",2023,3,160019,"90","85042"
"Chandigarh",2023,3,160020,"81","147399"
"Chandigarh",2023,3,160015,"76","104632"
"Chandigarh",2023,4,160101,"269","425028"
"Chandigarh",2023,4,160002,"240","337244"
"Chandigarh",2023,4,160036,"188","346084"
"Chandigarh",2023,4,160047,"175","398113"
"Chandigarh",2023,4,160022,"120","208612"
"Chandigarh",2023,4,160030,"91","116986"
"Chandigarh",2023,4,160014,"83","121236"
"Chandigarh",2023,4,160015,"70","115832"
"Chandigarh",2023,4,160003,"65","88079"
"Chandigarh",2023,4,160019,"56","109831"
"Chandigarh",2024,1,160101,"252","441749"
"Chandigarh",2024,1,160002,"222","355398"
"Chandigarh",2024,1,160047,"180","402149"
"Chandigarh",2024,1,160036,"166","289727"
"Chandigarh",2024,1,160014,"110","162345"
"Chandigarh",2024,1,160022,"104","213708"
"Chandigarh",2024,1,160003,"93","126741"
"Chandigarh",2024,1,160030,"74","112673"
"Chandigarh",2024,1,160015,"68","155186"
"Chandigarh",2024,1,160019,"61","135086"
"Chhattisgarh",2020,2,495001,"93","16932"
"Chhattisgarh",2020,2,492001,"80","17951"
"Chhattisgarh",2020,2,496005,"52","9404"
"Chhattisgarh",2020,2,492009,"46","8887"
"Chhattisgarh",2020,2,492099,"44","7370"
"Chhattisgarh",2020,2,497001,"40","7743"
"Chhattisgarh",2020,2,495660,"40","6255"
"Chhattisgarh",2020,2,492007,"38","7005"
"Chhattisgarh",2020,2,491001,"33","7020"
"Chhattisgarh",2020,2,492013,"31","5551"
"Chhattisgarh",2020,3,492001,"359","109861"
"Chhattisgarh",2020,3,495001,"206","55096"
"Chhattisgarh",2020,3,496005,"140","43730"
"Chhattisgarh",2020,3,497001,"126","35416"
"Chhattisgarh",2020,3,492009,"122","40671"
"Chhattisgarh",2020,3,491001,"111","30720"
"Chhattisgarh",2020,3,490023,"108","33094"
"Chhattisgarh",2020,3,492013,"96","28185"
"Chhattisgarh",2020,3,495660,"88","18917"
"Chhattisgarh",2020,3,492099,"85","25592"
"Chhattisgarh",2020,4,492001,"165","90502"
"Chhattisgarh",2020,4,495001,"161","107277"
"Chhattisgarh",2020,4,492013,"75","37409"
"Chhattisgarh",2020,4,496005,"68","38447"
"Chhattisgarh",2020,4,491441,"64","38402"
"Chhattisgarh",2020,4,496118,"62","2322"
"Chhattisgarh",2020,4,497001,"62","33960"
"Chhattisgarh",2020,4,494001,"62","51106"
"Chhattisgarh",2020,4,491001,"58","31152"
"Chhattisgarh",2020,4,492009,"57","32693"
"Chhattisgarh",2021,1,492001,"241","112353"
"Chhattisgarh",2021,1,495001,"212","116359"
"Chhattisgarh",2021,1,497001,"114","63987"
"Chhattisgarh",2021,1,492009,"105","45855"
"Chhattisgarh",2021,1,491441,"89","55757"
"Chhattisgarh",2021,1,495450,"86","54881"
"Chhattisgarh",2021,1,490023,"86","47845"
"Chhattisgarh",2021,1,494001,"78","44763"
"Chhattisgarh",2021,1,492013,"76","26259"
"Chhattisgarh",2021,1,491001,"75","38906"
"Chhattisgarh",2021,2,492001,"292","170890"
"Chhattisgarh",2021,2,495001,"181","184204"
"Chhattisgarh",2021,2,496005,"156","87400"
"Chhattisgarh",2021,2,491441,"140","82759"
"Chhattisgarh",2021,2,495450,"112","69264"
"Chhattisgarh",2021,2,494001,"95","65859"
"Chhattisgarh",2021,2,491001,"94","54010"
"Chhattisgarh",2021,2,492013,"92","63353"
"Chhattisgarh",2021,2,493221,"83","28773"
"Chhattisgarh",2021,2,492009,"81","28367"
"Chhattisgarh",2021,3,492001,"284","175174"
"Chhattisgarh",2021,3,495001,"154","100108"
"Chhattisgarh",2021,3,492013,"109","91691"
"Chhattisgarh",2021,3,497001,"105","82088"
"Chhattisgarh",2021,3,491001,"101","80938"
"Chhattisgarh",2021,3,490023,"100","39413"
"Chhattisgarh",2021,3,491441,"95","67508"
"Chhattisgarh",2021,3,496005,"88","63336"
"Chhattisgarh",2021,3,494001,"87","70398"
"Chhattisgarh",2021,3,493221,"87","55947"
"Chhattisgarh",2021,4,492001,"394","483971"
"Chhattisgarh",2021,4,495001,"231","330008"
"Chhattisgarh",2021,4,497001,"179","235533"
"Chhattisgarh",2021,4,490023,"121","135878"
"Chhattisgarh",2021,4,494001,"115","172365"
"Chhattisgarh",2021,4,491001,"114","158882"
"Chhattisgarh",2021,4,490006,"111","180536"
"Chhattisgarh",2021,4,492013,"110","134414"
"Chhattisgarh",2021,4,495450,"109","134703"
"Chhattisgarh",2021,4,492009,"104","114061"
"Chhattisgarh",2022,1,492001,"457","616010"
"Chhattisgarh",2022,1,495001,"262","412528"
"Chhattisgarh",2022,1,497001,"191","301893"
"Chhattisgarh",2022,1,492009,"155","158793"
"Chhattisgarh",2022,1,490006,"146","263660"
"Chhattisgarh",2022,1,492013,"134","181324"
"Chhattisgarh",2022,1,491001,"129","210067"
"Chhattisgarh",2022,1,490023,"121","152919"
"Chhattisgarh",2022,1,493221,"116","194690"
"Chhattisgarh",2022,1,495450,"115","202046"
"Chhattisgarh",2022,2,492001,"465","490898"
"Chhattisgarh",2022,2,495001,"407","482559"
"Chhattisgarh",2022,2,490006,"183","278877"
"Chhattisgarh",2022,2,491001,"162","276952"
"Chhattisgarh",2022,2,492009,"150","157933"
"Chhattisgarh",2022,2,497001,"140","256668"
"Chhattisgarh",2022,2,492013,"130","188075"
